                                kicad schematic
                                Transient Analysis  Thu Oct 23 14:31:57  2025
--------------------------------------------------------------------------------
Index   time            alli            
--------------------------------------------------------------------------------
0	2.000000e-13	-6.22320e-02	
1	2.190507e-13	-5.43589e-03	
2	2.571522e-13	7.029537e-05	
3	3.333550e-13	-4.11417e-04	
4	4.369792e-13	-1.08402e-03	
5	6.276312e-13	-1.15661e-03	
6	1.008935e-12	-1.12760e-03	
7	1.771544e-12	-1.11080e-03	
8	3.296760e-12	-1.08383e-03	
9	6.347193e-12	-1.03883e-03	
10	1.244806e-11	-9.76856e-04	
11	2.000000e-11	-9.51773e-04	
12	2.100000e-11	-9.52732e-04	
13	2.300000e-11	-9.47720e-04	
14	2.700000e-11	-9.32886e-04	
15	3.500000e-11	-8.92591e-04	
16	4.500000e-11	-8.22470e-04	
17	5.500000e-11	-7.55181e-04	
18	6.500000e-11	-7.05297e-04	
19	7.500000e-11	-6.72507e-04	
20	8.500000e-11	-6.52022e-04	
21	9.500000e-11	-6.40918e-04	
22	1.050000e-10	-6.37313e-04	
23	1.150000e-10	-6.39611e-04	
24	1.250000e-10	-6.46325e-04	
25	1.350000e-10	-6.56150e-04	
26	1.450000e-10	-6.68058e-04	
27	1.550000e-10	-6.81319e-04	
28	1.650000e-10	-6.95474e-04	
29	1.750000e-10	-7.10289e-04	
30	1.850000e-10	-7.25710e-04	
31	1.950000e-10	-7.41817e-04	
32	2.050000e-10	-7.58770e-04	
33	2.150000e-10	-7.76734e-04	
34	2.250000e-10	-7.95785e-04	
35	2.350000e-10	-8.15739e-04	
36	2.450000e-10	-8.35840e-04	
37	2.550000e-10	-8.54146e-04	
38	2.650000e-10	-8.67181e-04	
39	2.750000e-10	-8.71433e-04	
40	2.850000e-10	-8.57614e-04	
41	2.950000e-10	-7.83887e-04	
42	3.050000e-10	-6.91747e-04	
43	3.150000e-10	-6.47315e-04	
44	3.250000e-10	-6.24921e-04	
45	3.350000e-10	-6.04802e-04	
46	3.450000e-10	-5.84387e-04	
47	3.550000e-10	-5.66627e-04	
